task_id,original_question,source_dataset,correct_answer,correct_path_cypher,malicious_answer,malicious_path_cypher,annotator,status
webqsp_WebQTrn-1060,who is susan st james,webqsp,Actor (m.02hrh1q),,,,,pending
webqsp_WebQTrn-2261,when did the chicago bulls win their first championship,webqsp,1991 NBA Finals (m.08x9qv),,,,,pending
webqsp_WebQTrn-2941,what is the state flower of pennsylvania,webqsp,Kalmia latifolia (m.04bxc),,,,,pending
webqsp_WebQTrn-176,where was gabriel faure born,webqsp,Pamiers (m.063bzq),,,,,pending
webqsp_WebQTrn-1466,what does the letters eu stand for,webqsp,Europa Universalis (m.01sxhr) | European Union (m.0_6t_z8) | Experience Unlimited (m.06hgr5),,,,,pending
webqsp_WebQTrn-3282,who played howard stern in private parts,webqsp,Him/Herself (m.021y7s_),,,,,pending
webqsp_WebQTrn-2855,what city was ronald reagan born in,webqsp,Tampico (m.0sj7b),,,,,pending
webqsp_WebQTrn-2293,what county is lancaster ca located in,webqsp,Los Angeles County (m.0kpys),,,,,pending
webqsp_WebQTrn-3768,what art movement does vincent van gogh belong to,webqsp,Post-Impressionism (m.015xrq),,,,,pending
webqsp_WebQTrn-1371,who makes lois griffin voice,webqsp,Alex Borstein (m.03jldb),,,,,pending
webqsp_WebQTrn-3551,who was president when the us navy department was established,webqsp,John Adams (m.03_js),,,,,pending
webqsp_WebQTrn-3076,what channel does anderson cooper come on,webqsp,CNN (m.0gsgr),,,,,pending
webqsp_WebQTrn-1103,what are some sights to see in rome,webqsp,Altare della Patria (m.070y6f) | Apostolic Palace (m.01tk_r) | Appian Way (m.0cspx) | Archbasilica of St. John Lateran (m.01d_2s) | Basilica di Santa Maria Maggiore (m.02zjzq) | Basilica of Saint Paul Outside the Walls (m.01d_3y) | Baths of Caracalla (m.027x2k) | Bioparco di Roma (m.0gszqz) | Bocca della Verit¨¤ (m.02z0f9) | Capitoline Hill (m.012c_2) | Castel Sant'Angelo (m.01rjqb) | Catacombs of Rome (m.0184wm) | Circus Maximus (m.099k7) | Colosseum (m.0d5qx) | Domus Aurea (m.01gw1q) | Fontana delle Naiadi (m.027njzr) | Galleria Borghese (m.036_2f) | Hadrian's Villa (m.06519j) | Palazzo Barberini (m.07_bf4) | Palazzo Chigi (m.02r6mvk) | Palazzo Farnese (m.01vg9f) | Palazzo Spada (m.0874tw) | Palazzo Venezia (m.08chmx) | Pantheon (m.01xzdz) | Piazza Navona (m.02z0_2) | Piazza Venezia (m.09pct3) | Piazza del Popolo (m.09xnwr) | Policlinico Umberto I (m.05b2vw7) | Pyramid of Cestius (m.03f7gc) | Quirinal Palace (m.01pyrb) | Raphael Rooms (m.053h3z) | Roma-Ostia Half Marathon (m.0gg9hqc) | Roman Forum (m.0n16t) | Rome Observatory (m.09vgb9) | San Nicola in Carcere (m.026qcrj) | Santa Maria sopra Minerva (m.03l438) | Seven Pilgrim Churches of Rome (m.08m73_) | Sistine Chapel (m.0kbls) | Spanish Steps (m.01_jls) | St. Peter's Basilica (m.0jnym) | Tabularium (m.03f8l8) | Trevi Fountain (m.01xgt5) | Vatican City (m.07ytt) | Vatican Museums (m.01hfkb) | Via Veneto (m.03wbgny) | Villa d'Este (m.02kp1h),,,,,pending
webqsp_WebQTrn-1277,what language do you speak in iran,webqsp,"Afshar language (m.0fq4jq) | Arabic Language (m.0jzc) | Armenian Language (m.0xrg) | Assyrian Neo-Aramaic Language (m.04w042) | Azerbaijani language (m.01bcw_) | Balochi language (m.0gl97) | Gilaki Language (m.09k7n_) | Khalaj, Turkic Language (m.07k3wd) | Khorasani Turkish Language (m.0fqmnr) | Kumzari Language (m.040blg) | Kurdish languages (m.0b1g2) | Luri language (m.03h871) | Mazanderani Language (m.09hn84) | Pashto language (m.0swlx) | Persian Language (m.032f6) | Qashqa'i Language (m.03gg_5) | Talysh language (m.0bqk9s) | Turkmen Language (m.01m3f7)",,,,,pending
webqsp_WebQTrn-3330,what george washington carver famous for,webqsp,Inventor (m.02k76m0),,,,,pending
webqsp_WebQTrn-3619,where is italian spoken around the world,webqsp,Argentina (m.0jgd) | Brazil (m.015fr) | Croatia (m.01pj7) | Gozo (m.0rpgpql) | Italy (m.03rjj) | Mexico (m.0b90_r) | Republic of Genoa (m.02q14r) | San Marino (m.06sff) | Slovenia (m.06t8v) | Switzerland (m.06mzp) | Vatican City (m.07ytt),,,,,pending
webqsp_WebQTrn-231,which airport to fly in rome,webqsp,Ciampino¨CG. B. Pastine International Airport (m.033_52) | Leonardo da Vinci¨CFiumicino Airport (m.01ky5r),,,,,pending
webqsp_WebQTrn-3492,what is tibetan language,webqsp,Amdo Tibetan (m.05fb9dg) | Balti Language (m.02m3bw) | Dzongkha Language (m.020gly) | Gongduk Language (m.02hxp6w) | Gurung language (m.095gcr) | Khams Tibetan (m.08g721) | Khengkha Language (m.02hx1d8) | Kurt?p language (m.02hx1pw) | Ladakhi Language (m.03dh42) | Mongolian language (m.0148c4) | Sikkimese Language (m.09g_ln) | Standard Tibetan (m.064r7fk) | Tamang language (m.095hnm) | Tangut (m.02hwtv6) | Tawang language (m.04tcky) | Tshangla Language (m.02hx1h3),,,,,pending
webqsp_WebQTrn-3152,who wrote luke bryan 's drunk on you,webqsp,Chris Tompkins (m.05chlcv) | Josh Kear (m.02qk17r) | Rodney Clawson (m.05cxfgy),,,,,pending
webqsp_WebQTrn-1771,when did the colts last win the superbowl,webqsp,Super Bowl XLI (m.04k5qm),,,,,pending
webqsp_WebQTrn-3514,where did andreas vesalius die,webqsp,Zakynthos Island (m.01t0n2),,,,,pending
webqsp_WebQTrn-495,what government system does north korea have,webqsp,Juche (m.01gt0n) | Single-party state (m.0py4y) | Socialist state (m.025tbxf),,,,,pending
webqsp_WebQTrn-1480,what tourist attractions are in houston texas,webqsp,"Bayou Bend Collection and Gardens (m.03y8vk2) | Children's Museum of Houston (m.03c98h6) | Downtown Aquarium, Houston (m.0cc7kjq) | George R. Brown Convention Center (m.05170t) | Gerald D. Hines Waterwall Park (m.076v_2) | Hanna¨CBarbera Land (m.0dhl0g) | Houston Arboretum and Nature Center (m.0263t14) | Houston Marathon (m.09q54f) | Houston Museum of Natural Science (m.09vjh0) | Houston Zoo (m.01_nc_) | Kemah Boardwalk (m.03ynr2) | Lakewood Church (m.02nqnj) | Lyndon B. Johnson Space Center (m.0182y2) | Museum of Fine Arts, Houston (m.0cfztb) | Rothko Chapel (m.026fxz) | Sam Houston Race Park (m.02z52c3) | Space Center Houston (m.0fy56_) | The Galleria (m.01v9bf) | Toyota Center (m.01tx3t) | USS Texas (BB-35) (m.019r17) | Wet'n'Wild SplashTown (m.063g1w)",,,,,pending
webqsp_WebQTrn-1606,when last did real madrid win the champions league,webqsp,2014 UEFA Champions League Final (m.0gytd9j),,,,,pending
webqsp_WebQTrn-1884,what represents ghana,webqsp,Flag of Ghana (m.02c0s8),,,,,pending
webqsp_WebQTrn-1107,who was governor of texas in 2003,webqsp,Rick Perry (m.02nlj_),,,,,pending
webqsp_WebQTrn-2776,what movies has chris colfer been in,webqsp,8 (m.0ngl265) | Glee Encore (m.0h4y8jg) | Glee: The 3D Concert Movie (m.0h1fktn) | Russel Fish: The Sausage and Eggs Incident (m.09g6jrt) | Struck by Lightning (m.0gyj2ls),,,,,pending
webqsp_WebQTrn-2368,what to do around krabi thailand,webqsp,Ao Phra Nang (m.0k6zhtb) | Ao Tha Len Bay (m.0k6zhpt) | Hat Noppharat Beach (m.0k6zjqf) | Khao Phanom Bencha National Park (m.0k6zm1_) | Ko Lanta Yai (m.07m1yw) | Nosey Parker's Elephant Camp (m.0k6zjcg) | Phra Nang Beach (m.0k6zhkl) | Railay Beach (m.05_sdt) | Tiger Cave Temple (m.0k6zhbn) | Tup Island (m.0k6zhn3),,,,,pending
webqsp_WebQTrn-3374,who does paul walker play in fast and furious,webqsp,Brian O'Conner (m.05t0z12),,,,,pending
webqsp_WebQTrn-3235,what made roald dahl famous,webqsp,Author (m.0kyk) | Novelist (m.02xhgwq) | Poet (m.05z96) | Screenwriter (m.0dxtg) | Writer (m.0cbd2),,,,,pending
webqsp_WebQTrn-862,what movies does leo howard play in,webqsp,Aussie & Ted's Great Adventure (m.0crrk72) | Children of the Corn (m.0807n3z) | Conan the Barbarian (m.0bhc5kw) | G.I. Joe: The Rise of Cobra (m.03qcfvw) | Logan (m.07k983r) | Shorts (m.05qpqj6),,,,,pending
webqsp_WebQTrn-65,what timezone is australia gmt,webqsp,Australian Central Time Zone (m.0y497zw) | Australian Eastern Time Zone (m.0y497_m) | Australian Western Time Zone (m.0y4980d) | Casey Time Zone (m.0y498qn) | Central Western Time Zone (m.0y498v7) | Christmas Island?Time Zone (m.0y49954) | Cocos Islands?Time Zone (m.0y49994) | Davis?Time Zone (m.0y499p1) | Heard and McDonald Islands?Time Zone (m.0y49btq) | Lord Howe Time Zone (m.0y4dpjf) | Mawson Station?Time Zone (m.0y4dr4c) | Norfolk?Time Zone (m.0y4drym),,,,,pending
webqsp_WebQTrn-2095,what continent is belize located in,webqsp,North America (m.059g4),,,,,pending
webqsp_WebQTrn-2939,what did jerry sandusky do to the children,webqsp,Indecent assault (m.02fl8d) | Involuntary deviate sexual intercourse (m.0k08b4p),,,,,pending
webqsp_WebQTrn-3259,what team did kobe bryant play for first,webqsp,Charlotte Hornets (m.02z8z6),,,,,pending
webqsp_WebQTrn-817,what did bob ross die of,webqsp,Lymphoma (m.0jdk0),,,,,pending
webqsp_WebQTrn-1090,where do most chinese live,webqsp,Jingjinji (m.011f3wbn),,,,,pending
webqsp_WebQTrn-815,what is the main language of israel,webqsp,Arabic Language (m.0jzc) | Hebrew Language (m.03hkp),,,,,pending
webqsp_WebQTrn-673,what is the jurisdiction of the us supreme court,webqsp,United States of America (m.09c7w0),,,,,pending
